Servings/s,Calories/s,Fat/s,Sat_Fat/s,Trans_Fat/s,Mono_Fat/s,Poly_Fat/s,Carbs/s,Fiber/s,Sugars/s,Protein/s,Cholesterol/s,Sodium/s,Calcium/s,Magnesium/s,Potassium/s,Iron/s,Zinc/s,Phosphorus/s,Vit_A/s,Vit_C/s,B1/s,B2/s,B3/s,B6/s,Folate_eq/s,Folate_food/s,B12/s,Vit_D/s,Vit_E/s,Vit_K/s,Water/s,Healthy,HealthyLabel,Recipe
1.0,180.76532375,9.996749175,0.88110566,0.0026812499999999996,5.909383313749999,2.7153249775,18.8989694375,5.400784625,3.2035947000000005,6.5283918875,0.0,6.553975,73.53748375,92.59317374999999,341.74745125000004,2.2401842375000003,1.1704258875,178.3105275,476.62655375,2.5725000000000002,0.10123746500000001,0.288044525,1.06635410875,0.11677077375000001,34.70394125,34.70394125,0.0,0.0,5.5258992,10.415716625,89.06140267499998,1,healthy,2 Minute Pumpkin Quinoa
1.0,775.941625,56.4050725,15.714442000000002,0.0,31.153127125,7.13788675,39.86735625,8.835737499999999,5.574339999999999,29.40557125,85.88000000000001,890.2125000000001,95.94612500000001,58.761625,1099.253375,5.45361625,3.8297212500000004,354.29425000000003,57.197624999999995,18.46,1.0728905,0.3290775,5.674986125,0.654026625,270.598875,270.598875,1.0283000000000002,0.0,3.8226649999999998,88.5371375,167.2667225,1,healthy,3-Ingredient Sausage Dinner With Lentils and Fennel
1.0,139.94034292425866,4.0855291719993385,1.955598044224766,0.116622125,1.3060403579499515,0.4724016432247683,20.67207351139674,3.72458409,12.501255834415497,1.7648335102497799,7.632499999999999,384.135791646387,48.94119313807674,22.304352250538336,438.6979202042935,0.4846748071797031,0.37189853705442943,57.32120737498677,972.7060723750001,15.760487457500002,0.10112661604999118,0.09729264364997353,1.2820899992746821,0.18690774265000004,30.424637575000006,30.424637575000006,0.0060349999999999996,2.13,1.2742936605000001,15.303048210000002,134.55273084829062,1,healthy,Almond Carrots
1.0,444.1755,29.08213333333334,2.4375758333333337,0.0,2.5858733333333337,10.275211666666667,39.67925,5.53425,19.483341666666668,9.969008333333335,0.0,3.9637000000000002,54.582499999999996,52.955,511.46423333333337,1.4869833333333335,1.0829416666666667,245.77596666666668,12.465833333333336,5.054500000000001,0.10808000000000001,0.3453158333333333,0.9564616666666668,0.12303333333333333,42.163333333333334,42.163333333333334,0.0,0.0,4.9943583333333335,1.9911666666666672,77.35960833333334,1,healthy,"Almond, peach and quinoa crumble"
1.0,675.9058333333983,9.455200000000673,5.855027500000087,0.0,2.016633333333358,0.8284983333335326,116.16763333335422,13.014666666672937,13.465766666672266,33.0139083333358,33.375,354.85583333333784,244.40583333339157,79.58583333335126,877.7850000003091,7.198250000001344,4.921800000000134,471.9066666667025,50.109166666668905,10.245833333452065,0.9644466666667563,0.5888233333333781,3.8118316666668903,0.8425858333335126,485.2133333333579,487.56833333335794,0.63375,6.0,0.7386250000003362,13.453000000000001,141.84597500019933,1,healthy,Apple flavored lentils and rice
1.0,127.5025,0.5729000000000001,0.06882250000000001,0.0,0.034877500000000006,0.23262,33.0757,6.010499999999999,23.880175,1.1162,0.0,6.220000000000001,30.457500000000003,20.15,365.4275,0.47002499999999997,0.159175,38.12,25.11,51.54325,0.0475025,0.06793249999999999,0.3541825,0.11387,24.2475,24.2475,0.0,0.0,1.076475,40.44024999999999,204.0147,1,healthy,Apple Kiwi Spinach
1.0,161.93587499966947,2.123601249994548,0.1738112499993659,0.0,0.6252289999985512,0.8443338749970433,35.178079166609045,4.4510374999937135,23.464225416666668,1.9858120833206512,0.0,4.387416666662176,27.648041666624454,31.188958333156393,289.669916666161,0.789540416662562,0.4051291666638823,73.3074166662562,3.1942083333324356,0.3021375,0.09197191666634333,0.07870245833304773,0.5115396666653015,0.1500513749995626,16.855874999834736,21.291874999834732,0.0,0.0,1.4343774999978085,2.042404166666667,156.54143791665473,1,healthy,Apple Quinoa Bake
1.0,34.25413151536667,0.22616945926200002,0.07096666845706666,0.0,0.004629690947633334,0.08901833351926668,7.076012472615001,3.567909126276667,3.0872674431680003,3.4828187272430013,0.0,375.20856043378757,41.16889440803669,22.77580552251681,325.2492774891678,3.343651741833213,0.8289686455180142,80.93184007793333,57.682000139900005,13.590390906666668,0.2206002294596,0.21599041349933337,1.4938938236557666,0.1467273626967,79.76805150290001,79.76805150290001,0.0,0.0,1.7280502209813333,63.68814568302335,149.60971917459872,1,healthy,Asparagus
1.0,88.65649133333334,5.905000281333333,1.458348982666667,0.0,3.6385245833333335,0.5765148116666667,6.045247985333333,3.1905632566666675,2.8810246853333337,5.019327380000001,3.2130000000000005,68.15286580000001,93.0638896,23.3383106,310.15002913333336,3.3510705726666674,0.9489787660000002,111.49792746666668,67.31495020000001,8.487890906666667,0.21826886303333337,0.22904166390000003,1.4935742095333333,0.14211860223333336,79.06759413333334,79.06759413333334,0.0567,0.8977500000000002,2.367792927,66.40184197333335,142.32732493800003,1,healthy,Asparagus Asiago
1.0,207.01236857978753,12.95285300416975,4.2937406120142,0.0,2.819758412941088,5.130422121459176,12.666293937941878,4.09402020456125,3.814832073564,12.375429299398377,14.4075,480.56682001551104,308.8339354755775,38.49905386456208,391.6692952641592,4.2829380846334875,1.6321259101308334,250.226866337675,112.66642578238749,10.80668977,0.32027158564205,0.34007805268675,2.200134069737738,0.1858827036587875,102.9577148157625,93.57521481576251,0.277875,4.025625,3.958738448604,88.17143333090125,166.10638783926967,1,healthy,Asparagus au Gratin
