Servings/s,Calories/s,Fat/s,Sat_Fat/s,Trans_Fat/s,Mono_Fat/s,Poly_Fat/s,Carbs/s,Fiber/s,Sugars/s,Protein/s,Cholesterol/s,Sodium/s,Calcium/s,Magnesium/s,Potassium/s,Iron/s,Zinc/s,Phosphorus/s,Vit_A/s,Vit_C/s,B1/s,B2/s,B3/s,B6/s,Folate_eq/s,Folate_food/s,B12/s,Vit_D/s,Vit_E/s,Vit_K/s,Water/s,CarbScore,CholoScore,TotalFatScore,SugarScore,HealthyGradScore,HealthyScore
1,108.7532917,4.867836528,0.890409014,0.0045,2.163363889,1.507481271,13.96190667,3.090995139,6.649718611,3.332097153,0,299.1329375,54.04802778,37.50283333,426.3882569,0.950115417,0.623997569,82.317,533.383875,8.482890972,0.089003917,0.087253743,1.650763785,0.215534125,30.09715278,30.09715278,0,0,1.018574236,25.12879722,149.8731335,1,1,1,1,4,1
1,105.4337286,4.807629865,1.506453196,0.017896667,2.380987572,0.615115762,13.48121109,2.88678106,7.608482223,3.35062859,7.9625,276.3280392,116.632747,22.79818073,393.0053473,0.936756185,0.659575281,98.22076325,653.5165899,7.371174972,0.085447327,0.144829387,0.878539041,0.174604162,26.18600838,26.18600838,0.226625,1.225,1.106109524,12.34187797,145.0555827,1,1,1,1,4,1
1,105.4337286,4.807629865,1.506453196,0.017896667,2.380987572,0.615115762,13.48121109,2.88678106,7.608482223,3.35062859,7.9625,276.3280392,116.632747,22.79818073,393.0053473,0.936756185,0.659575281,98.22076325,653.5165899,7.371174972,0.085447327,0.144829387,0.878539041,0.174604162,26.18600838,26.18600838,0.226625,1.225,1.106109524,12.34187797,145.0555827,1,1,1,1,4,1
1,82.2768553,4.380936271,0.638764813,0,1.819579582,1.436103866,9.205426467,3.379422862,3.228314973,3.780069933,0,194.7043655,101.3496929,38.2926421,432.4436991,1.126269072,0.531368966,81.35556667,599.119922,70.26901799,0.107663198,0.104138641,1.364125712,0.220349205,94.80086774,94.80086774,0,0,1.729036949,404.620144,85.47168209,1,1,1,1,4,1
1,46.38712331,2.133687311,0.377031838,0.00258,0.664377862,0.921826785,5.961432553,1.993883869,2.61720642,1.833588561,0,38.43371625,26.15498681,32.45282081,220.8931479,0.873585958,0.477679086,70.60388962,456.7751263,3.64164375,0.049065568,0.042804071,0.760964056,0.085319181,15.62167444,15.62167444,0,0,0.446180745,7.721269069,50.34836679,1,1,1,1,4,1
1,93.04795219,3.419141904,1.99243975,0.116369,0.790455488,0.25582375,14.79791687,4.734871423,4.771357247,4.533264264,7.6325,36.41379757,73.0818927,37.56157135,645.1651628,2.151786782,0.93816761,122.2279514,55.7195,91.795875,0.155260059,0.295704079,2.198377932,0.332590428,88.59489264,88.59489264,0.041471904,3.193107117,0.59415369,94.814125,185.9821709,1,1,1,1,4,1
1,37.86648399,1.581096589,0.295786853,0,0.985993937,0.17898822,5.469459975,2.075416408,2.283314632,1.680818968,0,226.6091686,21.76640729,14.59459977,274.3112558,0.415173955,0.240829408,39.2261769,10.26514255,51.69060913,0.046833069,0.057734991,0.562386084,0.201528761,47.97998502,47.97998502,0,0,0.728132789,18.25711516,88.01275022,1,1,1,1,4,1
1,93.37181053,3.314649126,2.018166366,0.116369,0.797464959,0.174270254,14.51188304,3.783369547,2.905553182,3.535502564,7.6325,44.584905,39.21101519,31.38682942,590.1433511,0.958084461,0.499908764,85.22852172,24.45219675,73.17472222,0.102080509,0.096608312,1.138279329,0.374693621,83.64699425,83.64699425,0.006035,2.13,0.200721282,22.92678548,187.8132876,1,1,1,1,4,1
1,48.92739648,2.36265447,1.635411303,0,0.087567763,0.067927933,5.447522802,1.923869769,2.26810185,2.007752924,0.183993727,250.0774264,23.47785606,16.38236925,290.2679585,0.513269692,0.290623537,45.42523719,5.028544499,43.74712968,0.048470693,0.060767963,0.545887636,0.174169179,52.78971443,52.78971443,0.000540299,0,0.133312099,17.16139703,101.7510974,1,1,1,1,4,1
1,36.20078347,1.432098147,0.261495566,0,0.863866507,0.182034891,5.413350756,1.982800319,2.519203644,1.769503262,0,121.3718083,22.55571013,16.40636958,318.6403248,0.547242029,0.281280596,41.53516361,26.35409125,41.91846111,0.052254976,0.052426108,0.63505953,0.161901567,48.49110375,48.49110375,0,0,0.479188978,45.62857732,108.1411944,1,1,1,1,4,1
1,151.403125,12.03995625,1.655329375,0,5.54081625,4.1035275,9.15759375,3.67725,1.6694625,5.262875,0,205.0782675,158.673943,44.19610179,377.7869393,2.291738591,1.048672679,168.1475,314.5125,78.084,0.25377375,0.15365625,1.451995,0.195791875,104.665625,104.665625,0,0,1.499625,444.73425,59.70767036,1,1,1,1,4,1
1,82.85873578,2.602290883,1.42593015,0.000817,0.752615592,0.198199588,10.69712025,0.518863192,0.316704999,3.991574962,15.854,116.4199636,84.44070292,18.72996837,102.6346914,1.018628945,0.507942929,70.89598942,83.11357235,3.983107999,0.087527077,0.080031737,0.803767927,0.053410701,60.62475931,30.36675931,0.193225,3.319,0.33078741,68.84773952,37.79395254,1,1,1,1,4,1
1,48.788,3.81507,0.518663,0,2.50875275,0.54043525,3.37855,1.5192,0.82181,1.55494,0,87.845007,53.28424353,17.08727056,182.0789145,0.667469286,0.226427056,33.52,180.847,40.2063,0.0391,0.05201,0.4394,0.109631,47.487,47.487,0,0,1.3434725,239.09105,28.25040411,1,1,1,1,4,1
1,82.29,5.3404,0.37247,0.035793333,3.403503333,1.045376667,7.302466667,2.495666667,1.544666667,3.474466667,0,482.5566667,106.6966667,35.93666667,360.4566667,1.096466667,0.444466667,74.05666667,333.3333333,80.526,0.079026667,0.10474,0.883893333,0.210103333,95.69666667,95.69666667,0.0246,0,2.045333333,469.895,65.59766667,1,1,1,1,4,1
1,9.3141875,0.65243625,0.087368563,0,0.417469906,0.094254438,0.774746875,0.3308625,0.195341563,0.369806875,0,20.98018988,12.85607841,4.062365246,42.77535947,0.140990219,0.050567775,7.958125,43.12628125,10.05059063,0.009423438,0.011680625,0.0935375,0.024463063,11.832375,11.832375,0,0,0.241874375,59.45480938,7.047499612,1,1,1,1,4,1
1,83.24163557,3.423614328,0.652585068,0.013984832,0.799034387,1.744295879,11.37003853,1.378585714,2.752203676,2.863678296,1.122774177,58.30754132,20.65799875,31.39986036,77.30543061,0.683408418,0.571954199,86.86734396,3.753824461,0.170044992,0.050405409,0.031679867,0.68976961,0.037627478,8.048093132,8.048093132,0.018530733,0.303871283,0.175370398,0.650632709,9.403389836,1,1,1,1,4,1
1,99.56875908,4.4524509,0.73724918,0,2.256060365,1.025989626,12.25895133,2.100714722,4.52085479,3.842519931,0,159.823059,83.05853267,59.8076355,291.399106,1.640781971,0.757606163,120.0078529,151.2101488,13.462289,0.070688207,0.051269445,0.302809161,0.120310594,14.12769218,14.12769218,0.00116317,24.91099928,0.804048029,302.8786457,145.2000402,1,1,1,1,4,1
1,96.78775014,4.08869703,0.569854826,0,2.549550569,0.460944091,13.57924681,4.64574812,3.673780284,4.669855254,0,88.6054809,95.01894354,42.91122486,548.8850613,1.479437512,0.71746964,108.0069789,88.03722366,127.083212,0.12217062,0.1900481,1.028314249,0.316985699,107.4168161,107.4168161,0.000138697,0.027994253,1.78071846,182.6229889,380.4737357,1,1,1,1,4,1
1,95.63610145,3.891172942,0.523265256,0,2.48764754,0.436532525,13.42688834,3.081350405,6.875717573,4.361926209,0,806.6261205,58.41810348,34.59359943,426.5762223,1.057668575,0.590704679,98.64274105,35.15340868,103.8600985,0.086812646,0.157723518,1.038423811,0.222386662,74.80079828,74.80079828,0,0,1.379317622,117.244212,117.6881416,1,1,1,1,4,1
1,76.085,7.06155,0.962525,0,4.9422875,0.8235325,2.93125,1.206,0.7571,1.4338,0,12.865,50.3175,15.745,164.5525,0.53025,0.1876,30.82,167.5,40.2,0.03685,0.04355,0.335,0.090785,47.235,47.235,0,0,1.484525,240.1715,28.1534,1,1,1,1,4,1
1,138.75,11.05965,1.489515,0,7.43956125,1.40514375,8.79375,3.618,2.2713,4.3014,0,257.256225,150.9867763,47.24064693,493.6014254,1.535913487,0.563364693,92.46,502.5,120.6,0.11055,0.13065,1.005,0.272355,141.705,141.705,0,0,3.0006375,714.41925,84.46132939,1,1,1,1,4,1
1,67.888,4.47672,0.501685,0.005925,2.6421025,0.9355775,6.20228,2.5752,1.57624,2.93966,0,165.922998,101.4973392,32.4056183,341.1054464,1.045494038,0.39044183,63.398,347.486,80.8584,0.075668,0.092614,0.722206,0.19627,95.106,95.106,0,0,1.795555,475.1218,56.35582366,1,1,1,1,4,1
1,88.7625,7.232325,0.9804375,0,4.9513275,0.8876175,5.388675,1.872,1.16565,2.3415,0,139.5288,80.94667646,24.37059069,258.8497255,0.828494926,0.316509069,50.82,251.25,61.236,0.061275,0.068625,0.5235,0.1732275,70.9425,70.9425,0,0,1.744875,358.2765,43.98811814,1,1,1,1,4,1
1,108.915,7.68465,1.023495,0,4.9771275,1.0499925,8.79375,3.618,2.2713,4.3014,0,249.40773,150.9482081,47.24044617,493.5660694,1.516947237,0.563344617,92.46,502.5,120.6,0.11055,0.13065,1.005,0.272355,141.705,141.705,0,0,2.516325,712.3875,84.46128923,1,1,1,1,4,1
1,270.12375,24.4039325,14.71594475,0.9301325,6.16835025,1.33619575,11.888535,5.3604,2.89962,5.843005,61.00625,286.8499896,203.661875,63.63356771,642.1047917,2.155189844,0.803669271,128.16525,822.22575,150.761025,0.14237825,0.17611,1.3195125,0.34294875,178.8645,178.8645,0.0482375,17.025,2.990455,888.9631,110.8055385,1,1,1,1,4,1
1,55.84725,3.919313125,0.518853125,0,2.527855313,0.54476725,4.590615625,1.88673125,1.15642,2.2177775,0,125.6485913,78.24741795,24.83685856,254.7541185,0.963060825,0.300497731,47.99125,254.9585625,60.32150625,0.057397875,0.0679515,0.528981125,0.140397063,70.9491875,70.9491875,0,0,1.308735,356.3233563,42.26796171,1,1,1,1,4,1
1,157.995,14.0166,1.316725,0,1.902015,10.051015,7.0993,2.74,1.3562,4.8004,0,168.5973,85.7394338,54.13414307,256.3431446,1.556267215,0.928214307,104.37,127.875,31.334,0.10713,0.07218,0.59411,0.23268,57.065,57.065,0,0,0.56155,188.05,45.53222861,1,1,1,1,4,1
1,75.13416111,2.337781553,0.779906613,0.000830667,1.107974584,0.286355533,10.84608898,0.620216267,0.395155047,2.566637858,8.589444444,126.0338587,29.45048578,11.79789044,81.73953333,0.947855369,0.262393856,36.15897267,50.99569889,2.968286,0.116596096,0.121515878,0.88190506,0.045885587,46.97246756,24.36246756,0.08175,1.766666667,0.294890556,46.5228,21.59011837,1,1,1,1,4,1
1,54.21,2.8781,0.37254,0,1.6765725,0.4657175,6.1931,2.433,1.5242,2.9312,0,163.36497,102.4177613,31.74355256,333.0309204,1.015672344,0.387155256,63.17,335,80.712,0.0757,0.0882,0.677,0.19392,94.5,94.5,0,0,1.355475,473.5875,56.89331051,1,1,1,1,4,1
1,86.24707976,2.760620734,0.418956396,0.001066667,1.726868417,0.433732225,13.65698576,3.144667036,6.238891941,2.63328065,0.426666667,115.1088795,84.76161489,23.60177799,376.4138382,0.638750534,0.475055045,70.38610772,639.1787579,9.960420676,0.090318773,0.102225464,1.101237013,0.163570668,30.94692914,30.94692914,0.025646232,8.435998084,1.0208528,56.83504144,268.4282753,1,1,1,1,4,1
1,97.34329167,7.560839167,1.008192,0.00045,5.070120458,0.978138417,6.714272917,2.663570833,1.737373333,3.091654583,0,177.7841667,104.7327917,34.519125,345.473375,1.121357917,0.412387917,67.79091667,335.282625,83.124,0.0843605,0.0918675,0.706001125,0.188641625,96.24054167,96.24054167,0,0,2.030181667,476.5473042,66.97005583,1,1,1,1,4,1
1,48.80267573,3.063777115,0.433797244,0.000354369,2.082080693,0.385797731,4.533720649,0.465297377,0.520461992,1.144193434,0,45.9685323,16.95481301,6.29796185,50.94536051,0.422354089,0.12495876,15.72049982,41.875,10.167,0.060282904,0.041563116,0.427774132,0.034910997,23.86854733,15.78893324,0,0,0.54775225,60.77611167,9.596860658,1,1,1,1,4,1
1,78.19308676,3.620985257,0.534310971,0,2.480100836,0.442967836,10.66246089,4.278584532,5.856055482,3.209745352,0,3.611988205,50.57166347,24.38622079,379.1212607,2.6744221,0.702922393,74.01919131,51.60289823,29.64679318,0.217472015,0.185238173,1.298022263,0.14089191,83.573493,83.573493,0,0,1.840187816,64.48618095,169.980074,1,1,1,1,4,1
1,68.88558671,2.708740459,0.411686327,0,1.62447764,0.429241191,11.02848699,3.995615463,4.44789153,3.224407121,0,21.48659609,115.2658623,35.87284484,404.9154914,3.885170768,0.703558448,70.82569003,66.54241565,28.79553559,0.129251488,0.132523487,0.843285057,0.18980269,82.00779679,82.00779679,0,0,1.257781058,86.89355198,144.3029746,1,1,1,1,4,1
1,55.02912175,2.590748856,0.380275369,0,1.709711688,0.394347148,7.11053612,2.151398721,3.37437957,2.092637143,0.18,225.9617668,37.31161864,16.36733148,208.7278559,1.74515179,0.450158225,44.84150405,35.76657508,8.94959659,0.097701636,0.118559905,0.80569011,0.075959445,49.19506655,49.19506655,0,0,1.138339223,83.75960949,84.15688516,1,1,1,1,4,1
1,162.897125,14.2490025,1.943788,0,9.891819125,1.68638325,9.04363125,3.4173875,2.30916,3.35006625,0,262.4013495,114.3155714,35.80318527,388.3888571,1.313371138,0.414022277,69.57325,350.381125,99.37,0.0889645,0.0974075,0.732857625,0.213882125,101.947375,101.947375,0,0,3.06226,502.0394875,84.67546455,1,1,1,1,4,1
1,86.87083333,3.964855556,0.585609444,0,2.518919583,0.565309444,14.13510972,4.282569444,6.536483333,1.725225,0,8.439861111,37.03,26.03152778,361.4626389,0.6904875,0.426411111,47.83833333,56.24236111,24.71877778,0.059354583,0.087773889,0.713381389,0.145938472,43.61652778,43.61652778,0,0,0.818545833,85.35213889,151.5859014,1,1,1,1,4,1
1,111.365175,5.2065795,2.168354225,0.116369,2.033005825,0.58507235,13.605534,4.79379,4.9372045,3.68639275,7.6325,209.821825,35.1610875,19.8531625,247.446875,1.0945375,0.592665125,67.267375,394.491625,6.8463325,0.1055983,0.0627099,1.076849525,0.13901415,33.396575,33.396575,0.006035,2.13,0.85146925,38.684685,108.9382295,1,1,1,1,4,1
1,30.663756,1.150725,0.140091372,0,0.524745474,0.241759182,4.396875,1.809,1.13565,2.1507,0,118.444603,75.44334549,23.62006298,246.7548378,0.743347823,0.281656298,46.23,251.25,60.3,0.055275,0.065325,0.5025,0.1361775,70.8525,70.8525,0,0,0.8719179,354.5734068,42.2306126,1,1,1,1,4,1
1,100.3175653,6.11710226,0.802222264,0,3.752617633,0.916012428,9.922333094,4.08233133,2.562796891,4.853438359,0,188.5350252,170.2377638,53.30085348,556.8652592,1.69653946,0.635404318,104.3262451,566.9904625,136.077711,0.124737902,0.14741752,1.133980925,0.307308831,159.8913104,159.8913104,0,0,2.472799375,802.2773809,95.30050694,1,1,1,1,4,1
1,158.9671903,11.20751726,1.507814389,0,7.450698883,1.460224803,13.00039309,4.21755633,4.728278141,5.059343359,0,312.4238021,171.9917199,54.74264331,578.5560779,1.816340106,0.676459552,110.0646201,569.3315875,136.177611,0.130163777,0.15048952,1.15302305,0.329292831,160.5569354,160.5569354,0,0,3.240615625,805.4199934,102.3744424,1,1,1,1,4,1
1,90.7625,6.403875,0.8529125,0,4.14760625,0.87499375,7.328125,3.015,1.89275,3.5845,0,207.839775,125.7901734,39.36703848,411.3050578,1.264122697,0.469453848,77.05,418.75,100.5,0.092125,0.108875,0.8375,0.2269625,118.0875,118.0875,0,0,2.0969375,593.65625,70.3844077,1,1,1,1,4,1
1,54.064,0.41259,0.04031,0,0.032485,0.129605,10.72386,2.778,6.97507,3.4883,0,40.567,81.81775,25.22825,304.556,0.56851,0.2522225,41.97,174.705,75.046,0.094363,0.127698,0.53357,0.130745,67.413,67.413,0.01188,0,0.6338,236.108,244.510765,1,1,1,1,4,1
1,111.555,7.71345,1.028295,0,4.9778475,1.0525125,9.62175,3.654,2.5737,4.3434,0,277.31349,151.6854138,47.96116308,505.9318046,1.526783815,0.569416308,93.42,502.5,125.244,0.11343,0.13245,1.01592,0.277875,144.105,144.105,0,0,2.534325,712.3875,95.53863262,1,1,1,1,4,1
1,217.7894748,13.46852887,3.448596519,0.07992,6.526329164,2.078084047,12.58012816,2.301812277,1.001015806,10.70622067,31.35,150.4632513,31.9933895,20.87809016,256.7537887,1.841726717,1.568113051,111.7456091,4.769315114,3.123290507,0.266038317,0.146249131,2.751460563,0.332461224,80.59096019,80.59096019,0.163234674,34.83699856,0.9755637,6.190333246,99.9674182,1,1,1,1,4,1
1,135.8187805,9.60965254,5.1237001,0.07264825,2.458218935,1.082306762,9.385200838,3.266982587,2.69882768,6.031239676,10.99375,354.1218621,137.6189371,51.59451993,544.1138806,1.914104021,0.755198331,120.6103275,438.703074,102.6795333,0.141256585,0.150095237,1.658705974,0.294242793,122.6266628,124.9266628,0.0573925,2.805,1.407427364,600.3521725,124.8473718,1,1,1,1,4,1
1,247.3641504,22.45437326,2.723682043,0.0003375,7.744404948,11.15304485,11.25343946,3.35494879,5.352564728,4.027729562,2.847,173.4889707,73.24718334,44.21846233,296.1996306,1.107580162,0.695825737,92.34086659,178.661217,48.50265969,0.104443634,0.082060125,0.584617567,0.197572027,67.79455701,67.79455701,0,0,1.71400852,255.243961,75.09169509,1,1,1,1,4,1
1,107.276303,5.24772814,0.487374346,0.02295,0.824640988,2.645879833,14.23024539,2.377103758,8.311888137,3.100145328,0,186.7161878,78.63495776,32.1563559,330.3291004,0.901811328,0.344081063,60.46774761,285.1654504,50.70597868,0.071849501,0.079469642,0.609798039,0.147985355,61.32663616,61.32663616,0,0,1.069756683,294.4422323,56.15424587,1,1,1,1,4,1
1,171.150135,12.4574151,3.95270292,0.03857,5.112441015,2.21522723,9.41339575,3.7162905,2.5637864,8.00156515,19.14,302.053109,153.9655188,51.38118766,556.0529863,1.634584728,0.909808416,134.83383,505.794895,120.6,0.19100958,0.1548393,2.175820555,0.350625535,141.771045,141.771045,0.145,4.64,1.6764404,708.9599745,97.33857763,1,1,1,1,4,1
1,89.80810333,2.975035163,0.402898165,0,1.687616318,0.488329845,14.83111756,3.624375831,7.046770557,3.722824599,0,318.2100971,121.3267675,39.69869981,439.91754,1.21533332,0.509563713,83.03152819,354.4179766,89.50622563,0.105756939,0.110004075,0.784682578,0.265442957,111.4335065,111.4335065,0,0,1.42821664,501.4098037,113.6562651,1,1,1,1,4,1
1,109.4338542,8.466078314,0.955335578,0,4.518886875,2.16486643,8.06838447,2.181002841,3.749224337,2.73089839,0,19.39426136,76.47941288,34.39595644,273.479214,1.020397633,0.557676042,70.7908428,251.2921875,60.34132576,0.070896402,0.075507623,0.725076563,0.141582519,72.286875,72.286875,0,0,1.934458428,359.6274706,42.93234811,1,1,1,1,4,1
1,161.6913185,13.19043461,4.663125934,0.232738,6.460357669,1.165969722,10.1064499,3.225200228,3.32011882,3.557867406,15.265,295.8805656,114.4190877,36.83586694,421.1826012,1.171702229,0.520851965,82.75102119,383.6677315,83.36,0.098569926,0.130405543,0.951773299,0.237500995,103.8483124,103.8483124,0.01807,4.44,2.177740583,477.5654201,98.80099035,1,1,1,1,4,1
