Servings/s,Calories/s,Fat/s,Sat_Fat/s,Trans_Fat/s,Mono_Fat/s,Poly_Fat/s,Carbs/s,Fiber/s,Sugars/s,Protein/s,Cholesterol/s,Sodium/s,Calcium/s,Magnesium/s,Potassium/s,Iron/s,Zinc/s,Phosphorus/s,Vit_A/s,Vit_C/s,B1/s,B2/s,B3/s,B6/s,Folate_eq/s,Folate_food/s,B12/s,Vit_D/s,Vit_E/s,Vit_K/s,Water/s,CarbScore,CholoScore,TotalFatScore,SugarScore,HealthyGradScore,HealthyScore
1,218.4905625,6.584646875,3.919484688,0.232533125,1.633363125,0.484926875,34.86589313,2.86469375,2.756828125,5.52055,16.4765625,207.0310625,111.0821875,30.343875,140.3650625,1.64046,0.734505625,204.04525,52.80875,0.30625,0.24965,0.17262075,2.623573125,0.110794063,60.43,9.258125,0.079434375,0.10640625,0.356621875,1.09453125,34.03877875,0,1,1,1,3,1
1,218.4614859,8.516648062,5.209131332,0.316298219,2.160271297,0.392963448,29.98722654,2.001935687,3.437844731,6.740259204,23.92829506,254.2015217,156.5946355,42.72265368,721.6059079,1.350811895,0.89929541,167.9676206,112.3997073,9.131171697,0.144462424,0.15799381,1.611294484,0.545027021,25.81238377,25.81238377,0.236680618,20.67638805,0.249912149,3.679823679,169.1688226,0,1,1,1,3,1
1,478.4768444,20.3614703,6.29251418,0.083560219,9.547093108,3.275778136,56.35859345,4.147202637,12.19436327,19.34636804,31.20886612,525.8307692,479.511348,89.06405181,755.0011805,1.929930952,2.551491028,416.3778652,667.0090231,33.31090269,0.277587769,0.484822469,2.497140252,0.34782692,82.26568389,61.79693389,1.077590136,85.62291416,2.140742801,88.88994624,263.2680667,0,1,1,1,3,1
1,403.0838867,18.10386603,7.449889729,0.01130375,7.221933054,2.55619018,44.22202769,6.812,3.465866667,17.43777952,37.38,751.2652501,380.6354044,65.38513481,540.9633333,3.38,1.758651348,367.7633333,468.4733333,19.52,0.402283333,0.263626667,3.331736667,0.187786667,154.74,71.93,0.3066,7.56,2.127091667,24.85479167,166.484034,0,1,1,1,3,1
1,119.1298525,4.530661361,0.714684359,0,2.580743241,0.735894475,19.59826161,6.556954422,5.880487304,4.44118286,0,156.8136939,197.4513149,73.29986099,790.8920488,2.643271357,0.69307112,101.6330483,712.8238498,99.50726515,0.808963233,0.160638711,2.409635631,0.476096923,115.2617526,115.2617526,0,0,3.263126558,442.4941534,251.5113686,0,1,1,1,3,1
1,123.2045965,4.444622029,1.87636007,0,1.907137495,0.372171085,19.78447875,3.915314121,3.910554885,4.415960322,6.328125,477.7148443,152.4286168,80.10041235,743.982235,2.065335959,0.650584696,100.5655163,927.871227,44.06877,0.177296251,0.132250483,2.049016184,0.315826221,113.4520476,113.4520476,0.1029375,1.771875,3.022509281,174.9240152,174.5096972,0,1,1,1,3,1
1,241.6120002,7.703201441,4.75301496,0,2.17245644,0.335003254,35.08333051,4.658955582,2.379169579,9.401264616,22.49633369,554.2545157,140.5190205,52.52633116,886.8942544,1.727560814,1.234159673,210.1794298,76.79109515,43.62358204,0.168567277,0.206497627,2.190714549,0.631899393,49.50066827,49.50066827,0.366415323,5.477034811,0.136753586,9.668847637,182.986528,0,1,1,1,3,1
1,222.8168612,5.80907843,0.856182826,0,3.755333759,0.823444683,33.38799117,8.667122069,3.258383777,11.86160893,0,31.97773237,172.1798139,103.6937815,1000.640932,5.297794422,1.866400246,171.8991922,209.289591,39.06259025,0.242523001,0.121120901,0.647784095,0.296393091,213.188201,213.188201,0,0,1.336738237,207.9044096,242.8375901,0,1,1,1,3,1
1,523.7528187,25.1791345,6.824319614,0.167829177,11.45404253,3.998741033,47.71208198,11.84855843,3.715559456,28.39205529,60.47898267,91.23873419,210.3798204,153.0420808,1524.358456,8.320351965,4.558832847,333.2564944,90.09519839,6.724216667,0.569573404,0.31789577,4.062730224,0.76093107,272.2395663,272.2395663,0.287275168,68.79484278,1.503765868,11.62933861,338.4090138,0,1,1,1,3,1
1,818.3947351,30.92184555,13.86996699,0,12.83703814,2.052561252,104.9152145,13.89738048,6.59873155,33.68341592,74.65374423,630.1654945,596.3606377,171.3204982,2654.72839,5.885888802,4.673829228,683.6400854,242.6075876,121.471827,0.507947775,0.477071671,6.550707478,1.783290799,118.4149747,118.4149747,2.154563758,15.11974567,1.947072292,111.7684266,557.5576648,0,1,1,1,3,1
1,171.1577151,7.942833958,1.306537167,0,5.02574954,0.829585976,22.31144185,6.362795438,5.507212814,6.516919781,0,98.79162875,96.03730945,45.5111029,842.9519145,2.057108362,0.799972431,123.2830616,12.97860506,130.4055194,0.140023115,0.173405555,1.432231781,0.507694473,159.4605407,159.4605407,0,0,1.209646014,47.2236268,252.5562689,0,1,1,1,3,1
1,209.5964741,6.696099514,3.713996683,0,2.239171056,0.395063571,31.76984841,4.079070833,8.758804759,7.105210075,15.26311079,463.0693883,147.8505618,44.93788839,817.9513667,1.313645869,0.734002867,166.0537095,87.32053503,28.64869428,0.135101912,0.224028641,1.511142347,0.427179831,33.78180506,46.47013839,0.304531426,23.29993642,0.512029123,27.63556638,233.4354177,0,1,1,1,3,1
1,161.5015833,5.889095556,0.785090144,0.0024615,5.560574933,2.767111844,23.54699722,4.420194444,4.904620833,5.22919,0,194.9869809,240.6880625,71.34881163,295.7339097,1.692043672,1.002641997,181.8919333,0.678611111,2.030527778,0.159236083,0.206585139,0.724617639,0.142426222,49.58317778,49.58317778,0,0,4.780316333,2.050888889,569.7650467,0,1,1,1,3,1
1,868.6756653,28.64116913,7.348670765,0,15.27875339,4.383061933,134.5385259,20.77400698,9.810656034,31.48448109,25.23107558,1876.132861,451.202656,308.3795628,2737.115254,10.74836413,5.150331491,721.7971727,452.71945,166.4204555,1.402937476,0.695005168,7.413698732,1.730604509,524.3272379,524.3272379,0.479106941,4.5359237,5.315181697,419.0473322,602.2336255,0,1,1,1,3,1
1,350.7425391,16.39031536,3.350178707,0.043688,9.288233538,2.758279318,43.45076376,11.80171163,4.701749863,9.453842345,0,295.0808839,98.90988408,75.01498223,674.1642307,3.435095666,1.264239898,213.6639853,490.8627292,34.93271259,0.269992806,0.209195433,1.950137923,0.260945463,105.6463386,95.74033858,0,0,3.046800286,21.85064206,160.4456674,0,1,1,1,3,1
1,222.1099708,9.43184865,5.09133728,0.232738,2.795813866,0.773335916,27.98836303,3.698155208,12.70697351,7.466603957,110.54,145.5884144,95.32776961,34.50994764,596.0556226,1.220788508,0.817255556,143.527201,1162.821316,15.94943356,0.2030288,0.330698897,1.311326924,0.302359217,66.35003652,52.70420318,0.33982,38.345,2.14447508,26.35133134,191.8673984,0,1,1,1,3,1
1,212.022,7.919785,1.19563,0.00343,3.41933,2.785535,29.525515,6.3252,6.151735,7.34026,0,436.2615,77.0375,56.2675,327.135,2.529725,1.36181,176.513,243.5325,2.325,0.2584085,0.1013275,1.728149,0.1888355,107.18,67.0845,0,0,0.52152,18.1283,112.76624,0,1,1,1,3,1
1,218.2768333,8.493169167,4.175912667,0.1786385,2.526574167,1.051363583,30.11493792,3.475825,12.10543042,7.263189167,73.97791667,110.346875,99.511375,44.69866667,306.0548333,1.2380275,1.124627917,182.11125,342.7955,2.271525,0.181265292,0.218477375,1.505999875,0.211179667,27.54016667,27.54016667,0.3421775,31.54091667,0.7258075,5.140908333,95.05104167,0,1,1,1,3,1
1,326.3845832,13.13639142,6.376413701,0.17808875,3.695895546,1.800737075,39.32372763,3.637708333,18.38236691,13.00268379,157.5722867,423.0396009,176.2824954,49.87878333,365.4209626,2.007703991,1.672790314,232.8284195,305.2632798,6.456566667,0.247237331,0.42091437,2.434151741,0.217947704,48.71842571,48.71842571,0.608970825,45.0731317,1.971014142,7.27328817,113.9701002,0,1,1,1,3,1
1,166.1656042,6.82951,3.453886875,0.00222,0.746749062,2.019305979,20.39959167,2.951958333,8.445730208,6.784807917,1.85,27.4561875,60.65797917,54.0835625,232.9453958,1.074314792,0.887211042,144.2411042,127.7425,1.137984375,0.110731625,0.1465975,0.45503099,0.101889958,13.93916667,13.93916667,0.2775,0,0.2136625,2.548697917,48.62775708,0,1,1,1,3,1
1,168.4149583,6.100935417,3.456182083,0.157745417,1.608240375,0.470547708,24.03680854,1.146916667,6.66977375,4.570707083,40.894375,231.8745797,232.0708695,13.17404057,154.7003037,0.728319221,0.444626765,307.3596667,232.313375,1.216241667,0.060322583,0.123708958,0.507098167,0.065094479,14.85564583,14.85564583,0.254822917,29.45416667,0.361500417,3.241158333,62.6996852,0,1,1,1,3,1
1,253.6485545,12.46705905,1.647351557,0.000657143,8.494021641,1.816827807,28.9795106,9.892294048,5.405553571,8.452833571,0,111.226215,86.83605394,71.34714286,549.0972444,2.681954732,1.109126429,170.5700238,292.2840714,5.563035714,0.221513881,0.119460381,0.745967143,0.195370119,119.2374405,119.2374405,0,0,2.754919913,10.51730212,94.44960893,0,1,1,1,3,1
1,458.5869741,18.93511706,7.011861752,0.00377,7.566517215,1.706484116,59.8716149,13.3028875,9.401359674,16.75320003,0,220.9727055,253.204747,138.4937126,1654.936913,6.248250947,2.529935437,308.722759,777.5978026,197.695,0.440261994,0.378628647,3.464887247,0.667629906,246.140255,241.210255,0,0,4.077461185,192.7755303,388.4673661,0,1,1,1,3,1
1,114.499,3.56592875,0.696745625,0.0061275,0.60838975,0.4213605,18.2695325,3.7646375,12.12245,3.72681375,59.985,89.2609,46.24875,13.969125,357.713925,0.6316875,0.4462175,82.700225,827.58875,6.6943,0.0712215,0.13019125,0.966474375,0.16168925,26.158,26.158,0.1435125,13.2225,0.8085575,12.771075,97.60709625,0,1,1,1,3,1
1,208.0910464,10.1894331,1.303156394,0,6.123789298,1.85293026,25.33367153,6.137893396,6.203512943,6.199536124,0,145.1861199,55.16821375,41.25554144,264.4169467,1.910163957,0.730440325,105.9098287,127.4661573,2.942782856,0.091039336,0.051072504,0.848901921,0.204377728,40.21867736,40.21867736,0,0,1.326654094,12.46816416,78.99723113,0,1,1,1,3,1
1,142.7773658,6.724750037,1.693575169,0.0095,3.306945649,1.283373186,15.72344239,3.835478745,6.182107871,5.944321817,95.86,305.4034556,101.2794091,26.42100365,406.9356205,1.690599692,0.786312527,122.0857771,683.3398399,12.73036293,0.105174216,0.20245092,1.047365449,0.259596023,43.50210098,40.37460098,0.261175,21.05,1.013033922,11.63481177,122.2665947,0,1,1,1,3,1
1,184.6475,8.96497375,0.685473,0,5.09200675,2.21035425,24.64627875,4.127,15.8011725,5.22116875,0,406.74325,79.96925,60.72275,456.894,1.3125775,0.7546075,128.139875,353.095625,42.042575,0.07142775,0.229033875,1.570026875,0.203093,32.05175,32.05175,0,0,4.57924125,10.0575625,71.15138375,0,1,1,1,3,1
1,411.5749253,11.79190307,3.18597888,0.116369,5.870786458,1.827059682,67.25511748,18.76429887,16.52899371,12.33706332,7.6325,580.7669741,173.0286016,106.4824223,1480.3099,4.010621304,1.883756237,268.5157366,2207.741094,57.73345846,0.491262398,0.376339127,5.793489327,0.555708629,139.0377139,139.0377139,0.006035,2.13,2.55493803,68.0604339,481.4475581,0,1,1,1,3,1
1,411.5886323,11.7920811,3.186054896,0.116369,5.870826815,1.827114182,67.25860975,18.76568048,16.52902866,12.33763071,7.6325,1286.284785,173.4896685,106.5099636,1480.528101,4.017158592,1.885641535,268.5243649,2207.742568,57.73345846,0.491268296,0.376348957,5.793551746,0.555724521,139.0386423,139.0386423,0.006035,2.13,2.554994824,68.06937346,481.4518792,0,1,1,1,3,1
1,332.3447053,13.70286632,2.418791363,0.002723333,6.835553363,3.023290086,43.8258776,9.660083333,11.68914593,11.09832848,30.02555195,400.3135428,190.236522,62.91599667,626.5432348,3.056837764,1.608544281,203.0992514,1063.210659,13.58639431,0.319517436,0.236773349,2.697276479,0.351206936,96.74388695,73.57722028,0.217905453,6.394443889,2.13564665,24.12567772,204.4900523,0,1,1,1,3,1
1,338.9333333,11.43548333,2.028125,0,5.774271667,2.378153333,52.29933333,7.03,12.33976667,10.52428333,0,132.1066667,122.0183333,154.515,882.9833333,4.85435,2.941883333,353.58,1698.251667,19.28616667,0.389001667,0.217143333,2.58248,0.62118,25.58,25.58,0,0,2.203933333,40.618,192.5975333,0,1,1,1,3,1
1,143.12,6.882955,1.67219785,0.003312,9.65303705,3.2289642,18.21811,4.776625,7.8779125,4.504915,1.8375,257.7945,577.87525,39.57025,598.73575,1.631165,0.7734375,198.27955,768.9635,10.813425,0.242212,0.24589675,1.21514725,0.2498875,37.14145,37.14145,0.1715,0.30625,6.7896865,14.3641,1275.752256,0,1,1,1,3,1
1,216.5887221,8.824940972,1.943283774,0,5.00191777,0.97626491,30.33179928,6.084584366,6.310626581,6.897515427,3.591,74.68398764,67.59317929,35.01674414,347.8868012,1.183605085,0.835693093,101.6020056,711.9723568,7.322896843,0.14487336,0.089785156,1.377592618,0.21679539,24.16782142,24.16782142,0,0,1.754658946,18.50630422,140.4460063,0,1,1,1,3,1
1,136.3720772,6.57775264,1.763257725,0,3.804776726,0.693420504,17.30880519,3.8007,8.422168524,3.526296962,6.731103894,111.7290856,121.3053773,24.31149334,517.5678028,0.617460528,0.716503561,107.0151695,1057.729985,10.29688861,0.114899206,0.156061032,1.332306625,0.291985538,27.62444056,27.62444056,0.191577572,1.035554445,1.5084833,19.45422211,163.1370679,0,1,1,1,3,1
1,178.8227275,7.788731938,0.975735343,0.012820585,4.235285507,2.089655786,24.36169949,2.511003555,10.98241268,4.597002859,31.6525,214.3697278,86.64803877,38.63953908,272.6139765,1.382172748,0.926819933,142.9960309,167.9822881,4.766891605,0.168246159,0.150488162,1.264081377,0.151073476,39.43178488,21.10595155,0.134133333,0.166666667,0.697914933,3.730528744,52.26764273,0,1,1,1,3,1
1,533.1433388,16.69238171,3.339998388,0.051879627,5.639075896,5.799814848,77.12995428,8.545644206,5.986232382,23.63877931,71.44079828,88.53408512,236.2695822,135.7568174,950.5430977,6.294802277,3.388284616,450.8603982,73.35825679,169.6371481,1.169532219,0.625402305,8.49731455,0.592948733,447.3400255,157.3244039,0.246640851,9.355342631,2.434299611,209.66577,231.6417159,0,1,1,1,3,1
1,213.6490972,9.791305139,4.168203444,0.124900313,3.059076639,1.780914576,23.71232243,1.783988889,3.701416667,7.757198056,18.715625,612.9810833,170.3676736,21.28392361,172.1719444,1.169935278,0.907550069,154.4106597,42.0430625,14.95740833,0.188418396,0.150950736,1.725593646,0.131646826,92.81923611,24.24548611,0.1469,2.5425,0.537864861,3.465390972,74.65409847,0,1,1,1,3,1
1,116.8317019,5.208735074,0.797208052,0,3.33085128,0.577178263,15.71460287,4.847603148,3.563585481,5.438310944,0,485.0645522,93.0405719,38.92719273,646.7545956,1.418053824,0.810980773,126.4277815,31.58178333,137.4908148,0.142435281,0.187210778,1.196573272,0.498442369,115.40995,115.40995,0,0,1.524342148,120.7900654,180.4150829,0,1,1,1,3,1
1,196.4701272,7.195384501,0.899233709,0,2.726067701,2.464565745,28.76622738,8.039218954,8.09406565,7.549619238,0,187.066932,90.34156819,47.77284988,551.9433642,2.247273861,0.921993306,128.0540954,34.76412703,40.17334045,0.111774526,0.083302872,0.950346966,0.34026498,84.31150716,84.31150716,0,0,2.554383161,20.87266777,212.573964,0,1,1,1,3,1
1,160.5995123,5.344620865,0.516216819,0.036003333,3.515246884,0.934316295,25.98265677,5.065665756,3.64878652,4.785592821,0,649.5464804,56.13432103,48.48828832,845.5716691,2.191914074,0.725203655,120.3006885,5.414072917,76.96675907,0.156579621,0.114712311,1.88014022,0.557216438,83.57952762,83.57952762,0,0,1.361661571,23.06778408,213.0384969,0,1,1,1,3,1
1,183.5201965,6.273798986,1.374884144,0,3.515894984,0.924065094,25.46850141,2.640755347,6.925784722,7.163842771,3.8125,419.7472333,156.9892007,30.14431042,366.764366,1.543604104,0.863911438,146.2468764,52.85351875,41.97551556,0.276963231,0.293635142,1.951738127,0.181181413,84.80613958,48.99513958,0.42925,36.6,0.883013514,37.57336785,138.2269419,0,1,1,1,3,1
1,904.7875,36.267175,4.599855,0.05369,20.9526825,7.4975225,137.315675,66.97325,11.72805,32.648825,0,338.69,656.255,400.9525,1944.065,25.700925,7.944375,734.47,7.1175,51.88625,0.67313,0.3373675,6.52521,0.6375475,371.1175,181.6175,0,0,29.03725,138.2875,204.480025,0,1,1,1,3,1
1,599.1362348,29.74224292,13.87253054,0.547321,9.587294289,3.228736942,65.02467998,7.412633333,17.60569187,22.24373983,59.30297564,339.3530453,387.6770414,109.5224756,1380.574612,3.86161976,3.114025932,465.1923287,234.8470213,93.83366667,0.256631688,0.583926205,3.788308733,0.620703712,136.6172378,136.6172378,0.898578071,86.24592578,4.051571663,44.7361476,404.1096818,0,1,1,1,3,1
1,134.1324875,3.975342899,0.430933947,0.017896667,2.048242701,1.005417939,20.89270643,7.090351191,6.337348025,6.317650512,0,524.6176707,75.30014593,45.973353,578.6911002,2.295257649,1.045972805,130.187626,20.69236573,54.64164793,0.51157896,0.129497289,1.259863755,0.332145216,133.0902727,133.0902727,0,0,1.354290836,22.32825118,214.2433447,0,1,1,1,3,1
1,489.1975789,13.77200274,1.42734369,0.001875,6.619225913,3.993031791,78.80142583,12.91042314,9.58560659,16.3169538,0.367987455,317.9978335,155.1775557,104.7827829,700.5127588,4.826314686,2.114688083,278.2331755,8.480056853,49.23349911,0.430608603,0.267981802,3.364375791,0.478765374,313.4047342,123.9047342,0.001153878,0.014790598,5.117745181,19.67360082,342.9679597,0,1,1,1,3,1
1,214.6993333,10.02764833,1.251173,0,5.781534667,2.2414045,26.689935,2.960316667,1.485755,5.551438333,0,255.880316,31.5287322,35.27967634,284.4929107,1.211693193,0.730092634,102.0966667,23.8695,35.6381,0.097286333,0.076889,1.564564833,0.146219667,49.91966667,49.91966667,0,0,1.46666,85.4348,66.90497027,0,1,1,1,3,1
1,226.77,8.5438,1.5098,0,5.1133625,1.0958475,32.77635,10.2085,12.9956,10.6682,0,1444.73,123.6075,106.95,1640.3825,2.78355,1.73345,252.925,365.39,242.287,0.27303,0.401885,3.66667,1.045655,240.615,240.615,0,0,2.625725,91.92,501.3483,0,1,1,1,3,1
1,322.5036517,15.49360952,8.721861651,0.232738,4.15280956,1.307962602,33.68585295,3.989963496,7.370690439,13.59512735,41.47687251,536.4432414,347.9158054,48.96762546,485.0671902,2.634225612,1.651637881,261.196661,150.0408057,46.97632315,0.382468377,0.334255483,2.607884643,0.307460285,127.0656265,82.72362652,0.652964913,36.44925703,0.642197858,33.06012025,164.8083247,0,1,1,1,3,1
1,170.9115862,7.546620969,2.584507563,0,3.511826257,0.922127679,19.32232595,4.377085768,5.85901196,8.462101193,11.44,288.4481636,178.1449958,34.6211937,472.6717552,1.653499711,0.838281614,169.0584347,49.68427256,67.99209937,0.229228853,0.195619103,1.941548504,0.249423757,109.801697,91.03669703,0.17045,2.2,1.087420295,27.38320911,195.5285365,0,1,1,1,3,1
1,137.4064531,6.206704063,2.06240125,0,3.223440828,0.530404406,17.11230453,5.578242188,8.23395,6.729926406,7.9625,165.9899375,136.0067031,46.05457813,787.4163594,1.302083281,1.056140156,165.4870313,16.56295313,103.849775,0.139948313,0.224627188,1.198643266,0.445258328,130.8131094,130.8131094,0.226625,1.225,1.09321625,36.45992969,275.1760778,0,1,1,1,3,1
1,1049.618191,45.39759057,26.36305933,0.581845,12.22181181,2.336389246,113.0293299,8.777866914,13.13661183,48.59630604,136.8969931,835.3873132,778.1981793,129.8365475,1141.487435,3.636611293,5.932841724,800.4339552,382.726234,106.2075,0.335027305,0.711240447,3.613223371,0.633720352,176.1677277,160.8407277,3.027401509,75.4586948,1.043194438,101.0717151,349.3040463,0,1,1,1,3,1
1,740.6834302,29.33950963,13.20949498,0.232738,10.92023708,2.698982217,90.479122,8.196940397,11.0141548,29.15972741,60.715,942.4969085,544.9881738,96.97182281,990.4983096,4.961986966,3.777796078,544.8105381,180.4113041,51.312,0.458623,0.591575761,6.04237177,0.444375248,127.3984717,89.86847167,1.04632,179.0469781,1.490107207,25.88827504,251.1941154,0,1,1,1,3,1
1,469.2657075,19.54429311,11.54136396,0.357638313,4.938685129,1.11643774,53.65549212,2.380266834,8.123225954,19.28514657,58.220625,581.2301276,329.8792466,54.56105984,387.5064554,1.097480589,2.250247726,347.2723844,179.8483197,6.447296875,0.12947491,0.373303832,1.241378324,0.175434948,32.04352055,32.04352055,0.909995,73.0225,0.46713875,4.989044811,155.1096805,0,1,1,1,3,1
1,384.8807547,11.29053871,6.080230545,0.000075,3.022026552,0.937896158,54.33864396,5.104766294,6.135095338,18.04412018,31.985,496.4991431,300.4812506,70.29446587,733.8732954,1.774575758,2.162577369,335.0651924,496.2578579,83.80974111,0.170669807,0.235734332,2.239991852,0.401546082,102.3289378,102.3289378,0.344689783,7.275915709,0.609123282,22.74508844,228.4213444,0,1,1,1,3,1
1,335.5581718,14.83160492,1.272047131,0.05402875,8.990431943,4.137560145,46.10709389,9.658549553,8.146621432,8.834602203,0,742.0188283,93.16353165,88.02434191,1352.277704,4.077492682,1.525709202,213.9983691,30.015125,106.1008488,0.341237211,0.208977584,3.932064592,0.860242184,121.1460422,121.1460422,0,0,3.411304714,48.11108314,347.8419611,0,1,1,1,3,1
1,224.4108,7.992646875,0.753808168,0.0539,5.252059515,1.42463114,35.55474758,7.7300075,7.86364075,6.4752087,0,120.6137675,87.12881,65.6946925,1142.158588,2.67111725,0.97695565,161.16069,15.741,115.4856,0.519375063,0.179421815,2.537904125,0.77870935,115.9715725,115.9715725,0,0,2.2379316,28.23847225,322.876063,0,1,1,1,3,1
1,144.9329338,4.479130442,2.719131314,0,1.233532344,0.232725596,23.98698333,4.045227348,2.471092816,3.886825932,15.4125,687.4804128,39.83818284,38.34872081,696.0807063,1.257946701,0.546057548,102.1976741,46.47624364,54.38178436,0.127317391,0.090056744,1.546043281,0.462084206,56.55660881,56.55660881,0.02025,3.0375,0.192856168,14.24442963,157.653274,0,1,1,1,3,1
1,504.4902629,14.11012341,2.17233967,0,8.875505113,1.978084877,81.60825002,11.00565974,10.6497959,16.46839975,0,1134.809729,148.1543975,96.46232271,1118.63939,3.873923593,2.002876784,276.2332463,53.72454657,110.3919503,1.310463944,0.275383225,3.81666314,0.683601154,132.4292248,132.4292248,0,0,3.202932424,72.63795398,371.3999064,0,1,1,1,3,1
1,378.2166667,12.25638917,1.773960625,0,8.352770417,1.57864775,59.90581167,7.4174125,17.83620125,12.479435,0,33.08458333,53.42520833,79.83620833,752.9338333,3.416869583,2.6477475,245.46075,23.79241667,49.2311625,0.323173333,0.212012708,3.046946458,0.4527315,197.212875,197.212875,0,0,2.229660417,48.3692,97.99267167,0,1,1,1,3,1
1,542.4427169,15.93330128,6.077525838,0,7.268217468,1.429332964,75.88680445,6.997502338,6.323300753,25.29089442,19.21,749.8736226,405.9517291,89.67964043,833.9803744,2.355726462,2.55890608,450.2272147,58.73791114,96.58729102,0.193826188,0.268923213,2.560531827,0.55147498,130.6548023,130.6548023,0.339,5.3675,1.295516407,37.01789424,201.2464506,0,1,1,1,3,1
1,118.9493056,4.540126111,2.761212861,0.1639,1.116823528,0.237914028,16.12482611,3.81673125,10.35049847,3.003875208,10.75,449.3384506,45.30948248,28.17324956,524.3620104,0.87315041,0.45276197,70.66695833,42.94813889,67.32231146,0.086076222,0.102580382,0.906315962,0.294850972,79.6160625,79.6160625,0.0085,3,0.408874167,22.58323333,166.2811987,0,1,1,1,3,1
1,114.3066434,5.208526488,0.917428602,0,3.361301668,0.583871209,15.20644133,5.452018131,5.94269125,5.269297466,0,83.72565089,76.36567506,53.59558534,833.4204954,1.763678651,0.778759011,117.8284294,99.71944759,111.6067114,0.137139451,0.173237213,1.284310864,0.511408561,171.0317113,171.0317113,0,0,1.260162518,138.7285184,235.6427055,0,1,1,1,3,1
1,446.5547765,17.57328205,5.395369932,0,8.043167181,2.568948831,67.34157478,17.5673521,14.75581782,15.29775958,14.95,605.9743876,261.8140804,148.2006612,1857.003199,4.68518705,2.65229552,499.6085851,294.8178943,269.7958917,0.384960452,0.469060295,4.187865004,1.265790729,271.0882344,271.0882344,0.0805,4.025,2.974478174,126.3756496,568.8705799,0,1,1,1,3,1
1,172.9361757,7.269052926,1.125235939,0,4.981574927,0.844792239,21.62953547,5.668014653,2.13401678,7.417039989,0,33.73908572,82.07573111,53.65657086,643.7075622,2.735164639,1.120743419,114.5173025,0.146880127,48.343875,0.125097671,0.089753703,0.604105881,0.268094965,103.8004988,103.8004988,0,0,1.634519956,22.31038054,143.8815772,0,1,1,1,3,1
1,89.0724082,2.623426759,1.417316431,0.038755521,0.634009609,0.319693729,15.54808758,3.394789109,3.887076434,2.423080791,5.661927083,393.0660167,75.65302588,30.95443715,507.0694781,1.052688322,0.5339955,164.7116259,319.9283764,12.41148236,0.089789072,0.108027231,1.243927951,0.265091692,17.63344641,17.63344641,0.018809896,1.549375,0.746548453,57.45060393,146.7293473,0,1,1,1,3,1
1,596.4476667,24.97657667,7.177638,0.310317333,13.002829,3.225067,73.34797,17.70826667,8.08416,24.82990333,20.35333333,238.0173333,130.1836667,96.46933333,884.7903333,8.015393333,3.839703333,366.2163333,236.6983333,10.7491,0.703474667,0.228578667,2.577866,0.581852333,463.2753333,463.2753333,0.016093333,5.68,4.498796667,24.4444,468.9422533,0,1,1,1,3,1
1,342.6173203,16.0997527,7.05552015,1.265127252,5.363266227,2.276803111,40.00380462,4.147425808,4.624193257,11.33577379,29.03600906,711.0785802,219.0437868,62.76763179,1148.426166,1.848260102,1.598097978,273.3728842,91.15143586,20.99497191,0.214892245,0.254372695,2.680924445,0.421224142,51.71104387,51.71104387,0.361067202,22.00759037,0.648325516,18.36052672,234.4926701,0,1,1,1,3,1
1,222.9126667,7.170238611,2.430158611,0.1110225,3.303477639,0.805740139,34.27091972,5.536594444,7.430866111,7.4900575,9.605,195.9240799,138.362875,60.43949479,768.8315417,1.678567448,1.199163646,169.89975,1189.030472,72.21096667,0.226823222,0.255043417,2.505834361,0.463348333,49.08005556,49.08005556,0.082866667,2.26,1.439468333,5.205363889,148.8312365,0,1,1,1,3,1
1,666.3808775,32.27861675,8.79165107,0,18.02696023,3.094029047,74.13436299,7.986472209,8.020409678,23.49343519,57.00723211,721.2924688,431.2874758,74.09325651,799.8188583,3.359367126,2.128248426,420.2355505,1322.423058,81.64698746,0.526542795,0.553927565,5.025958183,0.397430571,250.8143486,124.3046017,0.305776757,1.789166667,4.834009202,467.4778809,192.4833597,0,1,1,1,3,1
1,261.293027,12.68701162,5.936849436,0.23006475,4.794188424,0.907775111,28.33342351,2.927975888,4.341459349,9.26748614,24.7525,345.3602285,167.9730336,44.77917367,303.2302304,0.934096864,1.062070299,184.8366472,84.61447071,8.566568481,0.085401914,0.1814575,0.928135174,0.1225209,37.39462861,37.39462861,0.367360833,36.1059375,0.798334926,9.818379523,96.7049438,0,1,1,1,3,1
1,866.5619513,28.50411257,15.54700446,0.784850755,6.782293207,2.117296397,114.3952554,4.64662721,9.84712058,38.53907477,77.66552718,456.8323624,609.8618542,128.6859201,887.8068238,3.140742921,4.747749694,700.8244716,399.9700693,105.6890847,0.295688883,0.688786454,3.332836912,0.444074459,136.7068893,126.4888893,1.053986607,77.9577711,0.776800576,4.517704721,245.655517,0,1,1,1,3,1
1,399.085,12.86328333,7.526863333,0.464608333,3.072535,0.753531667,60.69035,10.936,6.0754,12.95401667,30.45833333,276.9383333,105.535,85.47333333,1249.93,3.574483333,1.49395,257.76,109.525,46.8685,0.256283333,0.110726667,2.856345,0.645775,78.68,78.68,0.024083333,8.5,0.496466667,56.82366667,264.1962,0,1,1,1,3,1
