Servings/s,Calories/s,Fat/s,Sat_Fat/s,Trans_Fat/s,Mono_Fat/s,Poly_Fat/s,Carbs/s,Fiber/s,Sugars/s,Protein/s,Cholesterol/s,Sodium/s,Calcium/s,Magnesium/s,Potassium/s,Iron/s,Zinc/s,Phosphorus/s,Vit_A/s,Vit_C/s,B1/s,B2/s,B3/s,B6/s,Folate_eq/s,Folate_food/s,B12/s,Vit_D/s,Vit_E/s,Vit_K/s,Water/s,Healthy,HealthyLabel
1.0,100.783428010825,3.706566750339063,0.478813857425,0.0017437499999999999,1.19011011730625,1.6620276836203127,12.935162076842188,2.351609548075,0.8027688786765625,4.440049523535938,0.0,12.83580287421875,23.593803854254688,45.17364593462657,200.34429916557033,1.1990432192562501,0.7835383024968752,108.5171598679125,65.05926152952188,1.729994067040625,0.10148239375000001,0.085741311325,0.500071724665625,0.10840093796093751,91.22949803597032,91.22949803597032,2.1671406249999996e-05,0.004374102015625,0.598907562459375,6.954945986959375,58.288488414640625,1,healthy
1.0,347.140000001089,10.43595,5.1867,0.0028000000000000004,0.836965,1.37193,50.166950000295174,5.145125000000716,11.966875000294168,16.724537500001073,19.152,147.21730000001435,176.86855000002151,81.42625000000717,348.0625000001863,6.419212500001505,3.4639875000007887,219.24750000001433,165.55,5.386812500001792,0.30312999999999996,0.14415875000013614,3.7831756250004336,0.489270000000086,210.8062500000072,45.326250000007164,0.9478,19.040000000000003,0.67375,0.25200000000000006,180.25263750006127,1,healthy
1.0,186.4326273333929,7.02528524058616,0.571037911821693,0.047021744791721914,4.549794975352384,1.4177364118382845,27.97071335559759,7.459812761882372,2.4748524340838514,5.1422120005013,0.0,386.77789495397553,67.36261864268606,76.27273165712434,398.63413370259923,1.6164482127308455,1.2158301813948045,123.1023884291893,34.878256047918406,18.54585824166671,0.3168107566792011,0.12640099573963118,2.08982931967534,0.2630168053709184,46.73144391458878,46.73144391458878,0.0,0.0,1.8437576754394183,20.966974839197512,124.78350562037409,1,healthy
1.0,137.67575,5.925202500000001,0.38531225,0.0,3.3605372500000006,1.4175052500000003,19.81507,3.0048,13.549489999999999,3.4654575000000003,0.0,100.35549999999998,287.1875,64.70474999999999,413.27275,1.5872175,1.2463374999999999,72.9535,217.7865,20.805225,0.06994049999999999,0.37193524999999994,0.85507625,0.19959475,73.1375,73.1375,1.5,50.4,5.95085,145.15899999999996,177.1164175,1,healthy
1.0,198.45600000000002,8.087615,1.2284735000000002,0.00042,5.50138175,0.972848,29.506349999999998,7.2536499999999995,4.1892825,5.774230000000001,0.0,641.6580690000001,73.51017040755457,61.69544460031478,976.5650568025183,2.6038492181038757,0.9621444600314774,149.1125,12.552750000000001,93.35097499999999,0.176805,0.14321999999999996,2.0693949999999997,0.6152195,104.624,104.624,0.0,0.0,1.5598450000000001,32.576975,229.90630142006293,1,healthy
1.0,218.42746875008197,8.134606006950115,2.606770347226273,0.12801416666666668,3.350471986111614,1.428319534722277,31.36580427084103,2.0444777777810255,13.436814201389359,6.203619722223135,41.403,197.8370611111136,101.51781111113985,27.02240625002857,142.16236805561022,1.2292461111115858,0.7925279513892245,131.35638541669994,38.661024305556346,0.8929604166671351,0.1378008819444985,0.15332509375000888,1.4600123229168698,0.10471144444446945,38.43615277778964,11.14448611112298,0.15703333333333333,9.093333333333334,0.9015216666666667,3.529633333333333,30.67388961805653,1,healthy
1.0,170.3277672564267,5.052111984056667,0.55553039584,0.0005062500000000001,2.6404792710866665,1.5336755167233331,26.67972597226333,4.156648285893334,4.558827774509999,5.272726691876667,0.0,122.08421279833333,39.79163572241,71.53871549387,304.50056738655,1.6089424094133333,1.0887002536599997,161.90256605154664,131.74769542964668,2.7535706763533336,0.13550527333333334,0.1520460474933333,0.78139970012,0.20696985515000002,60.777574976736666,61.650574976736664,4.623233333333333e-05,0.009331417633333334,1.9434202999133336,5.24253102218,135.78235153456666,1,healthy
1.0,320.7867891250001,12.899069422500002,1.5228972119999997,0.0010125,7.766810882125,2.9885484842499994,45.70451423125,5.3284679875,11.520490039999999,8.32941244625,0.0,481.6814105655,73.40878922612936,114.82423675421371,478.60277440870976,3.597391458890528,1.7212540091713724,242.69761925,47.20077512500001,11.080850000000002,0.1817638505,0.2424326675,1.2630085636250001,0.25365760412499994,99.43282137500002,99.43282137500002,0.0,0.0,4.18900569,79.7680578875,138.32033489834276,1,healthy
1.0,296.45389085714277,8.30689217142857,3.8126608902857138,0.003971428571428572,2.6445556920000004,0.9981317874285713,42.78982557142858,2.5327008571428573,4.2826189714285725,13.274218257142858,9.857142857142858,577.3170640000001,81.24784057142858,34.113774285714285,170.06151485714287,4.257915377142858,1.2051776857142862,156.04316571428572,74.11807714285715,1.8788571428571428,0.6260744514285715,0.4671683714285714,4.240745265714286,0.17181626,154.50019142857144,63.951620000000005,0.04071428571428572,3.2142857142857144,0.835740742857143,16.153602685714286,69.56801845714287,1,healthy
1.0,218.32906981125703,8.767905684422903,5.460762987461454,0.23273799999999997,2.3603253886254034,0.3569452138317065,25.806417983056843,2.5855599007220578,2.528539271502339,7.206030511748169,22.46875,531.4042417189777,155.43286866833483,25.524764600903186,219.14531571399556,2.66919494838172,0.9809857722315736,141.8373422845334,95.67042489762395,4.650229977734039,0.23817032129750296,0.1375776105223021,1.6831678647476784,0.16748677936526465,133.60410450189076,37.85410450189073,0.1392556799375,6.285059985643749,0.8534749527543594,27.08281033837328,183.82017795801082,1,healthy
